contig_1062_CDS_0001,54.27000045776367
contig_1062_CDS_0002,73.9800033569336
contig_1062_CDS_0003,69.79000091552734
contig_1062_CDS_0004,51.70000076293945
contig_1062_CDS_0005,62.279998779296875
contig_1062_CDS_0006,78.01000213623047
contig_1062_CDS_0007,65.48999786376953
contig_1062_CDS_0008,84.97000122070312
contig_1062_CDS_0009,42.130001068115234
contig_1062_CDS_0010,70.25
contig_1062_CDS_0011,65.08000183105469
contig_1062_CDS_0012,56.209999084472656
contig_1062_CDS_0013,60.900001525878906
contig_1062_CDS_0014,57.86000061035156
contig_1062_CDS_0015,48.0
contig_1062_CDS_0016,40.90999984741211
contig_1062_CDS_0017,45.400001525878906
contig_1062_CDS_0018,51.529998779296875
contig_1062_CDS_0019,71.70999908447266
contig_1062_CDS_0020,67.61000061035156
contig_1062_CDS_0021,57.09000015258789
contig_1062_CDS_0022,72.55999755859375
contig_1062_CDS_0023,46.310001373291016
contig_1062_CDS_0024,63.220001220703125
contig_1062_CDS_0025,58.900001525878906
contig_1062_CDS_0026,53.560001373291016
contig_1062_CDS_0027,51.220001220703125
contig_1062_CDS_0028,62.119998931884766
contig_1062_CDS_0029,62.2400016784668
contig_1062_CDS_0030,53.5
contig_1062_CDS_0031,59.790000915527344
contig_1062_CDS_0032,88.52999877929688
contig_1062_CDS_0033,42.11000061035156
contig_1062_CDS_0034,47.540000915527344
contig_1062_CDS_0035,57.90999984741211
contig_1062_CDS_0036,61.959999084472656
contig_1062_CDS_0037,67.55999755859375
contig_1062_CDS_0038,38.470001220703125
contig_1062_CDS_0039,50.529998779296875
contig_1062_CDS_0040,31.200000762939453
contig_1062_CDS_0041,41.25
contig_1062_CDS_0042,32.11000061035156
contig_1062_CDS_0043,46.400001525878906
contig_1062_CDS_0044,45.790000915527344
contig_1062_CDS_0045,53.2599983215332
contig_1062_CDS_0046,56.470001220703125
contig_1062_CDS_0047,62.20000076293945
contig_1062_CDS_0048,34.220001220703125
contig_1062_CDS_0049,43.959999084472656
contig_1062_CDS_0050,70.94999694824219
contig_1062_CDS_0051,92.44999694824219
contig_1062_CDS_0052,66.87000274658203
contig_1062_CDS_0053,33.959999084472656
contig_1062_CDS_0054,68.52999877929688
contig_1062_CDS_0055,50.63999938964844
contig_1062_CDS_0056,59.349998474121094
contig_1062_CDS_0057,35.68000030517578
contig_1062_CDS_0058,37.650001525878906
contig_1062_CDS_0059,65.91000366210938
contig_1062_CDS_0060,58.70000076293945
contig_1062_CDS_0061,74.30000305175781
contig_1062_CDS_0062,56.880001068115234
contig_1062_CDS_0063,61.88999938964844
contig_1062_CDS_0064,48.720001220703125
contig_1062_CDS_0065,59.02000045776367
contig_1062_CDS_0066,49.09000015258789
contig_1062_CDS_0067,47.68000030517578
contig_1062_CDS_0068,58.43000030517578
contig_1062_CDS_0069,70.86000061035156
contig_1062_CDS_0070,62.9900016784668
contig_1062_CDS_0071,77.52999877929688
contig_1062_CDS_0072,73.68000030517578
contig_1062_CDS_0073,59.02000045776367
contig_1062_CDS_0074,62.029998779296875
contig_1062_CDS_0075,84.25
contig_1062_CDS_0076,61.970001220703125
contig_1062_CDS_0077,60.40999984741211
contig_1062_CDS_0078,64.05000305175781
contig_1062_CDS_0079,61.150001525878906
contig_1062_CDS_0080,59.900001525878906
contig_1062_CDS_0081,38.40999984741211
contig_1062_CDS_0082,67.06999969482422
contig_1062_CDS_0083,50.45000076293945
contig_1062_CDS_0084,59.09000015258789
contig_1062_CDS_0085,75.75
contig_1062_CDS_0086,45.04999923706055
contig_1062_CDS_0087,36.5099983215332
contig_1062_CDS_0088,55.189998626708984
